pitch_type,release_speed,release_pos_x,release_pos_z,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,at_bat_number,pitch_number,pitch_name,spin_axis
FF,97.2,-1.24,6.28,,,,,0.0,R,R,S,3,2,-0.49,1.59,-0.58,2.96,,,,1,1,2.885623122367499,-141.51961133217588,-7.030111727855907,-7.294092595621743,31.104024991258417,-9.442207525219768,3.46,1.68,2499.0,6.3,54.18,2,7,4-Seam Fastball,189.0
FF,97.9,-1.31,6.22,,,,,5.0,R,R,S,3,2,-0.19,1.61,0.59,2.37,,,,1,1,5.601247021036082,-142.33281299875847,-8.635938063244925,-3.8825678699159663,32.48973780392366,-8.442520717351785,3.46,1.68,2493.0,6.5,54.03,2,6,4-Seam Fastball,193.0
SL,88.1,-1.33,6.13,,,,,8.0,R,R,S,3,1,0.22,0.01,0.74,1.83,,,,1,1,4.56349785434817,-128.2124725577983,-4.393866380770241,1.4877541822555322,25.547800149899288,-31.42748075823721,3.48,1.65,2651.0,6.2,54.26,2,5,Slider,75.0
FF,97.1,-1.21,6.22,,,,,4.0,R,R,S,3,0,-0.32,1.56,0.0,2.27,,,,1,1,4.0013988568133065,-141.1737272095304,-8.596120579324321,-5.2783136342998285,33.325887596146856,-9.508056981268302,3.39,1.61,2417.0,6.3,54.18,2,4,4-Seam Fastball,193.0
SL,86.9,-1.32,6.13,,,,,12.0,R,R,B,2,0,0.16,0.26,0.76,0.56,,,,1,1,4.680560873900227,-126.35351418214287,-7.680532914673813,0.7087611113194238,26.54697543603005,-28.017695413760407,3.48,1.63,2781.0,6.4,54.09,2,3,Slider,60.0
FF,97.0,-1.21,6.31,,,,,12.0,R,R,B,1,0,-0.26,1.96,1.32,2.43,,,,1,1,7.35000196422607,-140.67215288012247,-9.236897431788169,-5.239330346947289,35.37454874279983,-4.182661575971085,3.43,1.68,2635.0,6.4,54.15,2,2,4-Seam Fastball,189.0
FF,97.4,-1.28,6.25,,,,,12.0,R,R,B,0,0,-0.56,2.0,1.24,1.61,,,,1,1,8.021487062285109,-141.0877539503843,-11.37649968401068,-9.491788582492289,36.511928278206376,-2.9773935886288023,3.46,1.65,2537.0,6.3,54.19,2,1,4-Seam Fastball,195.0
FF,96.4,-1.44,6.2,,,,,5.0,L,R,S,3,2,-0.21,1.66,0.77,2.31,,,,0,1,6.363516851957406,-139.99672811739276,-8.49667038130563,-4.221987964423367,32.894929762748355,-8.564089440603789,3.27,1.56,2460.0,6.4,54.11,1,7,4-Seam Fastball,203.0
SL,86.9,-1.42,6.17,,,,,5.0,L,R,S,3,2,0.12,0.27,0.78,2.13,,,,0,1,5.023163173434583,-126.52225106698972,-4.038848295357027,0.2227719101771565,26.463337882580667,-28.602736067996247,3.27,1.55,2537.0,6.2,54.28,1,6,Slider,92.0
FF,95.5,-1.41,6.15,,,,,8.0,L,R,S,3,1,-0.1,1.54,0.42,1.45,,,,0,1,5.008381181519279,-138.53414538599137,-10.135690087519318,-2.5084573360483184,34.4642228747282,-10.135442727844412,3.2,1.56,2383.0,6.3,54.18,1,5,4-Seam Fastball,197.0
SL,86.1,-1.68,6.11,,,,,11.0,L,R,B,2,1,-0.15,0.3,-1.14,2.11,,,,0,1,1.592640627493613,-125.2361089459365,-3.769336877631028,-1.9550735067989864,29.40232506574852,-28.45304226442544,3.23,1.55,2715.0,6.4,54.1,1,4,Slider,100.0
KC,82.3,-1.37,6.02,,,,,12.0,L,R,B,1,1,0.18,-1.39,0.3,0.28,,,,0,1,3.449114117262867,-119.58195163448924,-3.610117140293987,0.8873505596990711,29.177470008502866,-44.61040571092473,3.2,1.56,2655.0,6.5,53.99,1,3,Knuckle Curve,21.0
SL,86.2,-1.47,6.09,,,,,11.0,L,R,S,1,0,-0.03,0.32,-0.24,1.27,,,,0,1,3.013143404826861,-125.39411345642918,-5.838998971301733,-0.9820523208728138,27.20727456964661,-27.78795383509533,3.27,1.55,2684.0,6.4,54.07,1,2,Slider,93.0
FF,96.0,-1.44,6.28,,,,,9.0,L,R,B,0,0,-0.44,1.45,-0.25,4.17,,,,0,1,4.141917682820556,-139.70355090557226,-3.266988727802902,-6.671843459584073,32.09163582970675,-12.640651027509684,3.2,1.54,2286.0,6.2,54.26,1,1,4-Seam Fastball,194.0
FF,96.2,-1.21,6.12,,,,,7.0,R,R,X,3,2,-0.09,1.6,0.15,2.28,,,607043.0,2,4,3.79766130879725,-139.8941658352514,-8.225761173748449,-1.9809970472942329,31.409275226181947,-9.46830388601181,3.6,1.72,2587.0,6.2,54.25,38,6,4-Seam Fastball,199.0
SL,88.0,-1.33,6.08,,,,,7.0,R,R,S,3,1,0.27,0.25,-0.16,2.16,,,607043.0,2,4,2.3051674433192835,-128.17817964748886,-3.97026611873125,2.539039342154111,25.82086067351908,-28.79055426422017,3.6,1.77,2805.0,6.5,54.04,38,5,Slider,149.0
FF,95.4,-1.33,6.19,,,,,9.0,R,R,B,2,1,-0.09,1.53,0.0,4.31,,,607043.0,2,4,3.706269095191574,-138.91160635935455,-2.743854933619616,-2.027957905047987,32.10035234826414,-11.98763820711635,3.76,1.72,2534.0,6.3,54.23,38,4,4-Seam Fastball,191.0
FF,96.2,-1.2,6.21,,,,,7.0,R,R,S,2,0,-0.02,1.72,0.05,1.91,,,607043.0,2,4,3.3465445775856257,-139.85814379276954,-9.670286144817442,-0.99117363626525,31.639511298379368,-7.577189293496302,3.6,1.72,2634.0,6.2,54.29,38,3,4-Seam Fastball,189.0
FF,95.8,-1.29,6.2,,,,,9.0,R,R,B,1,0,-0.25,1.45,-0.53,4.52,,,607043.0,2,4,2.571825712317207,-139.4980998235795,-2.124426845549497,-3.7926985668521858,31.74148713338653,-12.977377405540055,3.6,1.72,2608.0,6.1,54.41,38,2,4-Seam Fastball,187.0
FF,96.6,-1.28,6.21,,,,,9.0,R,R,B,0,0,-0.24,1.45,-0.63,4.26,,,607043.0,2,4,2.291071051457185,-140.6089827789198,-2.898815567987339,-3.740451379697672,32.92599107725019,-12.56925202728515,3.6,1.8,2625.0,6.1,54.37,38,1,4-Seam Fastball,193.0
FF,96.3,-1.42,6.15,,,,,4.0,L,R,X,0,0,-0.01,1.38,-0.04,2.81,,,,2,4,3.6763030859542014,-140.04871172500134,-6.358596112329567,-0.9972494017247598,32.11109603791404,-12.83845269430385,3.41,1.6,2610.0,6.1,54.44,37,1,4-Seam Fastball,192.0
ST,81.5,-1.34,5.96,,,,,4.0,L,R,X,2,2,0.81,-1.3,0.0,2.4,664056.0,,,1,4,1.4472775512260525,-118.6839961752912,1.103988976252016,7.418419965362221,22.6288864538264,-44.91691401110811,3.27,1.49,2735.0,6.3,54.2,36,5,Sweeper,30.0
FF,96.7,-1.49,6.27,,,,,10.0,L,R,B,1,2,0.06,1.49,0.46,6.65,,664056.0,,1,4,5.042434715965409,-140.71169780535104,3.162594430717685,-0.3847870033659503,32.02830941143739,-13.33755747518632,3.15,1.47,2579.0,6.0,54.45,36,4,4-Seam Fastball,186.0
CH,71.7,-1.17,6.05,,,,,11.0,L,R,B,0,2,-0.13,1.49,-1.34,-0.3,,664056.0,,1,4,-0.1340495160145979,-104.34734491025856,-7.722064566277985,-0.9340880258393324,14.780107567811996,-20.24680452684824,3.27,1.37,1668.0,6.6,53.92,36,3,Changeup,187.0
SL,87.1,-1.58,5.95,,,,,12.0,L,R,S,0,1,0.36,0.3,0.11,0.48,,664056.0,,1,4,3.3211623344298644,-126.74068786063758,-7.646559507104555,3.2925989966979605,23.07206188998332,-27.672496262217628,3.27,1.49,2817.0,6.3,54.18,36,2,Slider,105.0
KC,81.1,-1.38,6.05,,,,,5.0,L,R,S,0,0,0.28,-1.18,0.3,2.64,,664056.0,,1,4,3.221066102072173,-118.01940654705388,1.346809623857801,1.9284857705676124,25.453696190868488,-43.62369343891525,3.27,1.55,2578.0,6.2,54.27,36,1,Knuckle Curve,37.0
SL,87.1,-1.47,6.07,,,,,5.0,R,R,X,2,1,0.04,0.22,0.58,2.23,,620443.0,,1,4,4.835315830981786,-126.84704886988752,-3.5942891374274355,-0.4613901939873983,23.515606740067,-29.256567747203643,3.07,1.45,2697.0,6.3,54.17,35,4,Slider,144.0
SL,87.3,-1.4,6.02,,,,,8.0,R,R,S,2,0,0.24,0.24,0.72,1.82,,620443.0,,1,4,4.602656799866339,-127.0390437782024,-4.434256242832667,1.6496774649963617,25.340410983151163,-28.917114608638578,3.07,1.45,2723.0,6.2,54.27,35,3,Slider,111.0
FF,96.6,-1.14,6.13,,,,,12.0,R,R,B,1,0,-0.07,1.47,1.42,2.2,,620443.0,,1,4,6.934570175955154,-140.2901933639441,-8.190408444894231,-2.4850470506770743,32.06313869205522,-11.09797103678862,3.07,1.42,2705.0,6.3,54.24,35,2,4-Seam Fastball,186.0
SL,86.7,-1.3,6.01,,,,,12.0,R,R,B,0,0,0.09,-0.04,1.0,0.18,,,620443.0,1,4,5.2934889100121465,-126.04116809651885,-7.631100458825289,-0.078241077536859,25.30507835273624,-31.300778407853585,3.07,1.42,2790.0,6.3,54.22,35,1,Slider,110.0
FF,95.8,-1.29,6.1,,,,,8.0,L,R,X,1,1,-0.08,1.6,0.63,1.62,,,620443.0,0,4,5.25614600513757,-139.16595198276713,-9.823135442748654,-2.1399575875757018,29.82927448714209,-9.403823095832362,3.38,1.59,2617.0,6.4,54.12,34,3,4-Seam Fastball,196.0
FF,94.9,-1.45,6.12,,,,,12.0,L,R,B,0,1,-0.16,1.53,0.79,0.51,,,620443.0,0,4,6.215004800475236,-137.70992131250566,-12.448649947858044,-3.381684180716947,28.60463741723348,-10.128436097652427,3.38,1.62,2616.0,6.4,54.14,34,2,4-Seam Fastball,193.0
FF,96.3,-1.47,6.19,,,,,1.0,L,R,S,0,0,-0.51,1.47,-0.04,2.87,,,620443.0,0,4,4.951875362771117,-140.0529676408701,-6.574839290324658,-7.771922455441354,30.28553909915278,-11.533001931794375,3.38,1.59,2525.0,6.3,54.16,34,1,4-Seam Fastball,189.0
FF,95.7,-1.13,6.19,,,,,0.0,R,R,X,2,0,-0.53,1.72,-0.4,3.51,,,,0,4,3.1224524104393776,-139.31692843962858,-5.34105065086023,-7.644823613462906,29.9274763758949,-8.747773851330207,3.41,1.56,2452.0,6.2,54.3,33,3,4-Seam Fastball,193.0
SL,86.6,-1.2,6.11,,,,,12.0,R,R,B,1,0,0.3,-0.05,1.15,1.18,,,,0,4,4.987761582196123,-126.05772557022703,-5.493245071701663,2.291604817113325,24.244014707745453,-31.81812399815746,3.28,1.42,2669.0,6.1,54.35,33,2,Slider,85.0
ST,81.6,-1.51,6.07,,,,,12.0,R,R,B,0,0,1.06,-0.77,1.02,0.96,,,,0,4,3.657971760316969,-118.86700827756404,-3.42068400116724,9.25316832318872,23.672929386667583,-38.9534048361991,3.4,1.47,2736.0,6.2,54.26,33,1,Sweeper,29.0
FF,96.5,-1.26,6.21,,,,,5.0,R,R,S,2,2,0.15,1.32,0.67,2.54,,,502110.0,2,3,4.799768830470104,-140.47592029882483,-7.258470937744616,0.9664909833894696,28.93433575322543,-13.234431735734628,3.52,1.6,2637.0,6.4,54.13,28,6,4-Seam Fastball,186.0
SL,86.5,-1.5,6.04,,,,,4.0,R,R,S,2,2,0.16,0.0,-0.01,2.3,,,502110.0,2,3,3.233593460625738,-126.01398690482549,-2.785213925025982,1.07960504547169,23.75111035028555,-31.804994038355712,3.52,1.6,2847.0,6.3,54.23,28,5,Slider,101.0
SL,88.0,-1.39,6.05,,,,,12.0,R,R,B,1,2,0.07,0.23,1.68,2.46,,,502110.0,2,3,7.3281952813636435,-128.02019548855915,-3.1571332906605503,-0.615592716400265,23.96063695312287,-29.220202769385427,3.52,1.58,2911.0,6.4,54.1,28,4,Slider,114.0
SL,88.4,-1.43,6.05,,,,,8.0,R,R,S,1,1,-0.06,0.14,0.71,2.15,,,502110.0,2,3,5.330742109467138,-128.6282409208162,-3.712710593165027,-1.7908387480893757,26.88787361894496,-30.065439398424992,3.52,1.6,2827.0,6.2,54.32,28,3,Slider,129.0
SL,88.1,-1.45,6.01,,,,,12.0,R,R,B,0,1,-0.11,0.11,1.12,0.51,,,502110.0,2,3,6.445666059123121,-127.98638001274618,-7.461294267449664,-2.4829235167643,26.360392609447025,-29.646293384182613,3.52,1.55,2677.0,6.3,54.18,28,2,Slider,127.0
SL,88.2,-1.44,6.04,,,,,12.0,R,R,S,0,0,0.15,0.12,0.9,1.7,,,502110.0,2,3,5.389509043084227,-128.34463380922645,-4.705094302366465,0.4886354387591655,27.13769602538804,-30.09717498351385,3.52,1.6,2834.0,6.3,54.24,28,1,Slider,136.0
SL,87.8,-1.3,6.09,,,,,7.0,R,R,X,0,0,0.03,0.2,0.23,1.74,,,502110.0,1,3,3.625101278261197,-127.70679709085654,-4.78881376557962,-0.4578149435890523,27.99674067577106,-29.175656337051773,3.4,1.48,2780.0,6.3,54.17,27,1,Slider,120.0
SL,88.6,-1.37,6.07,,,,,1.0,R,R,S,3,2,0.03,0.25,0.19,3.26,,,502110.0,0,3,3.7564183256290633,-129.03812433630702,-1.3832273442284742,-0.3631908301881547,25.07162647072117,-29.27504289835912,3.3,1.56,2765.0,6.3,54.22,26,7,Slider,141.0
FF,97.1,-1.57,6.17,,,,,10.0,R,R,B,2,2,-0.16,1.66,0.23,4.49,,,502110.0,0,3,5.183775398602731,-141.3152352008665,-2.7028518738771634,-3.4136733718425014,35.406637342791456,-9.693171253979497,3.3,1.58,2627.0,6.3,54.15,26,6,4-Seam Fastball,195.0
SL,88.2,-1.34,6.1,,,,,5.0,R,R,S,2,2,-0.04,0.26,0.46,2.67,,,502110.0,0,3,4.445293940361968,-128.38152979492878,-2.810782216190894,-1.2865820588531791,25.516182807911186,-28.919770126010544,3.3,1.56,2828.0,6.2,54.33,26,5,Slider,144.0
SL,88.5,-1.37,6.07,,,,,12.0,R,R,B,1,2,0.26,0.04,1.12,2.3,,,502110.0,0,3,5.518806087482113,-128.84663117425913,-3.228228625620936,1.77979226841882,26.43431491420717,-31.2418550761036,3.3,1.58,2822.0,6.3,54.19,26,4,Slider,104.0
SL,89.4,-1.45,6.02,,,,,12.0,R,R,B,0,2,0.08,0.18,1.67,-0.9,,,502110.0,0,3,7.519566393936008,-129.66014511726672,-11.4050204601036,-0.678208605788839,27.250617409796465,-27.89068488499167,3.3,1.5,2870.0,6.4,54.06,26,3,Slider,186.0
SL,89.1,-1.34,6.16,,,,,2.0,R,R,S,0,1,0.16,0.23,0.53,3.14,,,502110.0,0,3,4.259289731364956,-129.7160300469535,-1.8776801980955828,0.8892309152442082,27.293384271832977,-29.37608095225235,3.3,1.5,2940.0,6.2,54.31,26,2,Slider,148.0
SL,88.2,-1.38,6.11,,,,,12.0,R,R,S,0,0,0.42,0.11,0.86,1.78,,,502110.0,0,3,4.579449900156478,-128.43077161301136,-4.73336387476943,3.753375455794327,24.73506226706223,-30.177841594462908,3.41,1.55,2890.0,6.2,54.33,26,1,Slider,121.0
SL,88.2,-1.27,6.1,,,,,12.0,R,R,B,3,2,0.25,-0.01,1.02,1.5,,,,0,3,5.033364813704509,-128.35376095989665,-5.096832480006023,1.833161575938496,25.22694754471504,-31.472313753655992,3.6,1.81,2864.0,6.2,54.26,25,7,Slider,94.0
SL,87.5,-1.22,6.07,,,,,12.0,R,R,B,2,2,0.2,0.05,1.83,1.4,,,,0,3,6.945428366122204,-127.35102994389452,-5.276319872534335,0.8739799087766291,23.89988200834849,-30.79792757869321,3.69,1.81,2719.0,6.2,54.27,25,6,Slider,116.0
FF,96.8,-1.4,6.22,,,,,9.0,R,R,B,1,2,-0.15,1.5,-1.18,3.65,,,,0,3,0.9156988859842204,-140.9830139640404,-4.748860388800948,-2.153847949940067,31.93669394150736,-11.2480679095467,3.64,1.81,2603.0,6.2,54.29,25,5,4-Seam Fastball,190.0
FF,97.1,-1.33,6.21,,,,,8.0,R,R,S,1,2,-0.47,1.46,0.51,1.88,,,,0,3,5.974633749685413,-141.15633103804862,-9.38878049416293,-7.529798349724408,29.74218494940981,-10.76632856445712,3.6,1.72,2528.0,6.3,54.22,25,4,4-Seam Fastball,203.0
SL,89.6,-1.27,6.07,,,,,12.0,R,R,B,0,2,0.16,0.3,1.48,2.11,,,,0,3,6.464882543267361,-130.42784434860658,-4.492632963943878,0.5757702953631768,24.89443734438997,-28.02976004827253,3.69,1.81,2549.0,6.3,54.21,25,3,Slider,110.0
FF,95.7,-1.23,6.19,,,,,12.0,R,R,S,0,1,-0.58,1.48,1.06,2.11,,,,0,3,7.318383025390447,-138.99304842519055,-8.406101228664491,-9.20833086479502,32.09856323378429,-11.306155283251488,3.6,1.72,2438.0,6.2,54.3,25,2,4-Seam Fastball,200.0
FF,96.0,-1.21,6.26,,,,,8.0,R,R,S,0,0,-0.36,1.61,0.7,2.31,,,,0,3,5.859797541227549,-139.57102076716288,-8.510799573129306,-5.942300857961458,29.60881701389858,-9.416212101238838,3.71,1.78,2516.0,6.3,54.23,25,1,4-Seam Fastball,196.0
SL,85.7,-1.43,6.13,,,,,3.0,L,R,X,2,1,0.35,-0.11,-0.53,2.45,,,,2,2,1.4110965606850112,-125.03761527903252,-2.3191571586844733,3.49880787452861,21.69431560000416,-33.09955213401356,3.41,1.6,2711.0,6.0,54.53,21,4,Slider,111.0
FF,96.2,-1.24,6.08,,,,,4.0,L,R,S,2,0,-0.01,1.44,-0.14,2.68,,,,2,2,2.9542390676500268,-140.02923077656564,-6.748261124882676,-0.7277327896312097,30.506614553855226,-11.855494195159382,3.26,1.68,2634.0,6.3,54.18,21,3,4-Seam Fastball,191.0
SL,87.5,-1.52,6.03,,,,,9.0,L,R,B,1,0,0.45,-0.03,-0.87,2.9,,,,2,2,0.6406492090690876,-127.52320300201808,-1.4548338210771967,4.876793250048702,23.302573582684666,-32.42282442543014,3.41,1.71,2849.0,6.0,54.45,21,2,Slider,116.0
SL,87.1,-1.42,6.07,,,,,9.0,L,R,B,0,0,0.43,0.18,-0.85,2.84,,,,2,2,0.4828549273736553,-126.95014226029362,-2.0081436481429056,4.580305497934798,23.862702314258705,-30.08371214067197,3.41,1.73,2864.0,6.0,54.47,21,1,Slider,105.0
SL,87.9,-1.31,6.08,,,,,7.0,L,R,X,3,2,0.36,-0.24,0.1,1.7,,,,1,2,2.6607253563312048,-127.94490245970232,-3.9572293540562353,3.394552914705115,28.44710185820223,-34.1246306469014,3.27,1.49,2812.0,6.2,54.31,20,6,Slider,104.0
FF,97.1,-1.37,6.06,,,,,3.0,L,R,S,3,1,-0.42,1.55,-0.29,2.12,,,,1,2,3.830164839156639,-140.97892283839118,-8.455652327223666,-6.526117516060661,36.62511195529786,-9.712958576099018,3.27,1.49,2591.0,6.3,54.21,20,5,4-Seam Fastball,193.0
FF,97.3,-1.33,6.12,,,,,11.0,L,R,B,2,1,-0.23,1.67,-1.04,1.74,,,,1,2,1.3020756417905903,-141.25077029320985,-9.923085882685772,-3.329320153504997,36.44521956260502,-7.758201557737553,3.23,1.45,2582.0,6.2,54.28,20,4,4-Seam Fastball,199.0
SL,86.7,-1.5,6.01,,,,,8.0,L,R,S,2,0,0.17,-0.04,0.35,1.68,,,,1,2,4.0542448113902845,-126.23104131933,-4.057103896539173,0.9881675689242898,27.0915179415738,-31.91297017753862,3.27,1.45,2835.0,6.1,54.43,20,3,Slider,109.0
FF,96.8,-1.37,6.24,,,,,9.0,L,R,B,1,0,-0.32,1.61,-1.03,4.99,,,,1,2,1.6269457198530088,-141.07520991309724,-1.4961510062272882,-4.614017762811148,31.44891286446469,-10.520260687342946,3.27,1.55,2582.0,6.1,54.42,20,2,4-Seam Fastball,194.0
KC,82.6,-1.36,6.08,,,,,12.0,L,R,B,0,0,0.3,-1.33,0.36,1.38,,,,1,2,3.332241700481456,-120.29059438727066,-1.6125776424205511,2.255479492741894,23.714938888306573,-44.99927524949059,3.27,1.55,2818.0,6.3,54.22,20,1,Knuckle Curve,25.0
KC,83.6,-1.35,6.07,,,,,12.0,R,R,S,1,2,0.31,-1.27,0.61,1.2,,,,0,2,3.9174093115406894,-121.7159977784782,-2.2684185200746696,2.2767877453263687,24.687816504443845,-44.574330417722926,3.07,1.45,2785.0,6.4,54.06,19,4,Knuckle Curve,20.0
SL,87.5,-1.32,6.13,,,,,5.0,R,R,S,1,1,0.18,0.1,0.7,2.35,,,,0,2,4.502954796212264,-127.39107301173073,-3.2305938112619943,1.0870672171224922,24.70344080203556,-30.66764558099345,3.07,1.45,2868.0,6.0,54.5,19,3,Slider,107.0
SL,85.2,-1.28,6.14,,,,,12.0,R,R,B,0,1,0.14,0.11,1.27,1.72,,,,0,2,5.68871817276802,-124.07230070738544,-4.363182950192213,0.4164637602248871,22.53451777694515,-30.36993936240539,3.07,1.48,2697.0,6.0,54.52,19,2,Slider,68.0
FF,96.6,-1.11,6.27,,,,,5.0,R,R,S,0,0,-0.12,1.67,0.49,2.4,,,,0,2,4.531189569289516,-140.3486288585246,-8.444419271001285,-2.684182183107579,34.74077294860082,-8.386051338351296,3.26,1.58,2550.0,6.3,54.24,19,1,4-Seam Fastball,193.0
FF,94.3,-1.52,6.06,,,,,5.0,L,R,X,0,1,0.19,1.45,0.6,2.63,,,516782.0,2,1,5.0949141705049295,-137.1678515119253,-6.432167853580497,1.2307778723441238,30.61712348436798,-12.592505691962057,3.38,1.59,2489.0,6.2,54.26,14,2,4-Seam Fastball,194.0
FF,94.7,-1.51,6.21,,,,,0.0,L,R,S,0,0,-0.1,1.45,-0.71,3.17,,,516782.0,2,1,2.3212241862515177,-137.86761275799287,-5.571653693714697,-1.7182296837117237,29.01603868487363,-12.568909151788368,3.38,1.52,2429.0,6.3,54.17,14,1,4-Seam Fastball,191.0
SL,87.0,-1.51,6.04,,,,,8.0,R,R,S,1,2,0.46,-0.17,0.73,1.66,,,516782.0,1,1,4.4260577944477415,-126.68955707214664,-4.017192037634845,4.0997712690322015,25.16059929553821,-33.379652041250225,3.28,1.47,2723.0,6.3,54.18,13,5,Slider,124.0
SL,86.8,-1.46,6.15,,,,,2.0,R,R,S,1,2,0.12,0.2,0.78,3.5,,,516782.0,1,1,5.084632981319274,-126.41100344403996,-0.6215257474618905,0.3918704536573307,23.462923249101724,-30.050284874224307,3.41,1.56,2698.0,6.1,54.43,13,4,Slider,123.0
FF,96.4,-1.21,6.23,,,,,12.0,R,R,S,1,1,-0.09,1.6,0.95,2.13,,,516782.0,1,1,5.911128540330734,-140.09293824443395,-8.965824026585736,-2.3735601912881665,29.579889452910216,-9.230493165719896,3.48,1.55,2610.0,6.3,54.22,13,3,4-Seam Fastball,192.0
SL,86.2,-1.33,6.12,,,,,5.0,R,R,S,1,0,0.34,0.34,0.36,2.61,,,516782.0,1,1,3.3164440817041223,-125.71603014910966,-2.939673106529864,3.140011291216018,20.95524962726171,-28.1863582614479,3.41,1.56,2605.0,6.2,54.32,13,2,Slider,122.0
SL,86.1,-1.56,6.07,,,,,10.0,R,R,B,0,0,0.49,0.19,1.14,2.78,,,516782.0,1,1,5.419020901339694,-125.35542776539027,-2.029207806983912,4.14743464249929,23.17781796757041,-29.93932845495006,3.41,1.55,2773.0,6.2,54.26,13,1,Slider,117.0
SL,86.8,-1.35,6.05,,,,,12.0,R,R,S,0,2,0.37,0.26,1.32,1.49,,,516782.0,0,1,5.631669356816205,-126.32099080829644,-5.289651175208022,2.8369216206040853,24.65089496396084,-28.52799476338701,3.52,1.6,2839.0,6.2,54.28,12,3,Slider,124.0
SL,87.6,-1.37,6.17,,,,,12.0,R,R,S,0,1,0.35,0.37,0.81,1.34,,,516782.0,0,1,4.52560107365652,-127.5191719136855,-6.320794746074733,2.9549794831682923,25.17333892590992,-27.08528740545446,3.52,1.6,2876.0,6.2,54.27,12,2,Slider,134.0
SL,85.9,-1.56,6.11,,,,,5.0,R,R,S,0,0,0.11,0.21,0.35,2.8,,,516782.0,0,1,4.3080252997351,-125.0339841718398,-2.0287924555691164,0.3015886431823413,25.07458275641624,-29.72563442953295,3.68,1.7,2721.0,6.3,54.21,12,1,Slider,112.0
SL,88.3,-1.14,5.97,,,,,12.0,R,R,B,3,2,0.23,0.3,0.59,0.67,,,,0,1,3.740585239897272,-128.537653528567,-7.544553258669902,1.9127279397368693,22.23072478002696,-27.68993266676016,3.4,1.6,2752.0,6.4,54.11,11,7,Slider,128.0
FF,95.7,-1.08,6.15,,,,,12.0,R,R,S,3,2,0.0,1.68,1.19,2.13,,,,0,1,5.996576988854775,-138.9902117954541,-8.723219838437771,-1.3568614684410434,31.04648335930988,-8.6541230054895,3.4,1.48,2655.0,6.2,54.25,11,6,4-Seam Fastball,193.0
FF,97.1,-1.22,6.22,,,,,2.0,R,R,S,3,1,-0.04,1.7,0.54,2.98,,,,0,1,4.77032620911739,-141.1302283941663,-6.960347247374092,-1.667648367456238,33.4996264346601,-8.127468608366687,3.4,1.48,2674.0,6.2,54.35,11,5,4-Seam Fastball,189.0
FF,95.9,-1.1,6.2,,,,,12.0,R,R,B,2,1,-0.19,1.53,1.04,1.57,,,,0,1,6.082663822946507,-139.28600720734084,-10.041904026703994,-3.8171479824195695,31.32510560721609,-10.215449626185032,3.4,1.6,2633.0,6.3,54.22,11,4,4-Seam Fastball,187.0
FF,95.8,-1.34,6.23,,,,,9.0,R,R,B,1,1,0.0,1.36,-0.02,3.78,,,,0,1,3.4888720391383874,-139.3758616605467,-3.895205458227632,-0.8530832230500427,32.9037258219976,-13.8661486468528,3.4,1.57,2592.0,6.2,54.34,11,3,4-Seam Fastball,187.0
SL,88.1,-1.22,6.07,,,,,12.0,R,R,B,0,1,0.32,0.24,1.16,1.07,,,,0,1,5.094610030147376,-128.1438951436595,-6.568737445393159,2.509013825230561,25.469919802885148,-28.443829906737577,3.4,1.65,2846.0,6.3,54.25,11,2,Slider,110.0
SL,87.9,-1.35,6.05,,,,,12.0,R,R,S,0,0,0.37,0.22,0.87,2.39,,,,0,1,4.612056981578714,-127.96413681162234,-3.2343316753179776,3.136558446617533,26.08414220047129,-29.29935572744072,3.4,1.48,2807.0,6.2,54.26,11,1,Slider,102.0
FF,96.7,-1.35,6.18,,,,,4.0,R,R,X,0,0,-0.16,1.62,-0.01,2.53,,607043.0,502110.0,0,1,3.9383447867318,-140.58968365133967,-7.830202400676463,-3.018739088180692,33.61947602313842,-9.157036438331753,3.3,1.56,2647.0,6.3,54.17,10,1,4-Seam Fastball,196.0
FF,97.0,-1.36,6.25,,,,,2.0,R,R,B,3,1,-0.48,1.57,0.36,3.71,,,607043.0,0,1,5.698579603296278,-141.09305700128195,-4.832159057486719,-7.734954369519031,31.87946707748723,-10.319909988369316,3.6,1.82,2646.0,6.3,54.2,9,5,4-Seam Fastball,200.0
FF,95.4,-1.21,6.2,,,,,2.0,R,R,B,2,1,-0.32,1.53,0.75,3.52,,,607043.0,0,1,5.854909207958807,-138.76271893712703,-4.827692208390394,-5.496710114051695,33.38740525573005,-11.573999993009323,3.68,1.82,2467.0,6.3,54.2,9,4,4-Seam Fastball,189.0
FF,95.6,-1.37,6.26,,,,,9.0,R,R,B,1,1,-0.19,1.38,-1.17,3.54,,,607043.0,0,1,0.964795772162694,-139.2983210039743,-4.710965540917301,-2.748947261834473,28.46572922613312,-13.295555282765417,3.6,1.8,2595.0,6.1,54.36,9,3,4-Seam Fastball,190.0
